text,language,label
wahala for who dey put clothes wey hin cherish for machine,pcm,urgent_complaint
kut bayan corona ta dan lafa mali ce ta farko wuyar dama ace jirgi bai tashi yanxu kuwa abin nema yasamu matar driver ta haifi mota,hau,general_feedback
"RT @user: #TweetYoruba , asa ati ise Yoruba ko nii parun laelae, beeni Ewa Ede wa ko ni dibaje, ase n tedumare",yor,praise
subhanallahi gudun hijra ya kama mu saboda kasar nan tamu da aka kasa maganin maleria ballantana coronavirus,hau,urgent_complaint
@user @user Innalillahi Wa Inna Ilaihi Rajiun. Allah yayi mana maganin wannan masifa 🙏.,hau,praise
allah is there for you jikan muhammadu adawo lafiya,hau,praise
na who get money dey vex this kind vex,pcm,urgent_complaint
@user Wannan sabuwar hanyace ta neman rashin son zaman lafiya a duniya kawai😡,hau,urgent_complaint
"@user Wllh wannan azzalumi magani guda a harbe shi har lahira domin yazama darasi ga azzalummai irin shi, Ni gaskiya banga alamun yin adalci a gwamnatin Shugaba @user ba wllh, Wannan ta'asa har ina?😭😭😭😭😭😭😭😭😭😭😭😭😭😭",hau,urgent_complaint
@user Ya tabbata kovik 19 birus cutar masu kudi ce.😶,hau,general_feedback
@user Waga DUNIYA 🌎👈 allah yasa mutashi daga cikinta lafiya zamani kenan 🤔🤔🤔,hau,praise
the tide is high but im holding on im going to be your number one im not the kind of girl who gives up just like that oh nooo oooo im having a blondie moment if you dont recognise the lyrics you maybe too young this one is for the babies,pcm,praise
who go settle dis bayi oo manager don vex say he knw want them again oooo,pcm,urgent_complaint
@user 😂😂😂 Alhaji yawale a sauka lafiya,hau,praise
hw can service chiefs about of dem leave dere houses for an event dt even the common man knows it was a political event and u are saying dey were not aware who did we offend in dis country why are we being treated like dis,pcm,urgent_complaint
e dey vex am now because wat don tell the whole world,pcm,urgent_complaint
gaskia akwai lauje cikin nadi wannan duk bazai wuce politics ba kuma bazai rasa alaqa da tallafin kudi da gwamnatin kano ta nema ba ga gwamnatin garayya nidai ban tabajin inda aka fara gwajin covid ba kuma aka dakatar sai a kano this is very bad wallahi,hau,urgent_complaint
"@user Innalillahy wa'inna ilaihy raji'un! 😔 Ba asibiti, Bare Mota da zata kai ka asibiti. 🤨 Abunda bai fi karfin gwamnati Jaha ba. Allah ya shirya mana shuwagabanni mu",hau,praise
"Ẹni tó ńbẹ̀rù àti ṣubú, àti dìde á nira fún un. / Whoever is scared of falling will find rising pretty tough. [Nothing ventured, nothing gained; be bullish; be open to taking calculated risks.]~@user #Yoruba #proverb #SARSMUSTEND #EndPoliceBrutality",yor,urgent_complaint
@user @user @user @user Orílẹ̀ èdè Nàìjíríà ni àwọn ilé iṣẹ́ ti máa ń fi ọwọ́ relẹ́ oníbàárà nímú. Nigeria ni ilé-iṣẹ́ ọjà ti máa ń fi ojú ẹ̀tọ́ ọmọ ènìyàn gbolẹ̀. #EtoOnibaara #consumerright #brandnegligence #LiveYourBestLife @user @user @user,yor,urgent_complaint
Èdè Yorùbá L'árinrin l'órí Rédíò @user pẹ̀lú @user moninkanola @user @user E maa gbo Tele wa 👉@user #edelman #ede #yoruba #asoebi #ibadanwedding #asooke… https://t.co/4M6QDMkKQ7,yor,praise
ask for more accountability from your governorgovernment instead of trying to drag ncdc by saying what rubbish your governor failed kano by reopening mosques for prayers amidst clamours of the raving virus wetin dey do una for this bird app sef,pcm,urgent_complaint
@user Ndi ogwu ego 😭😭😭,ibo,urgent_complaint
"RT @user: @user oke-oke lemu n ru si I, owo yin yio maa lo soke o. Ede ati Asa Yoruba ko ni parun",yor,praise
lol ah who dey reject you dem dey craze,pcm,urgent_complaint
"@user @user Hapu okwu, Chelsea bu odogwu, ha ga emeri Bayern",ibo,general_feedback
@user To allah yabawa baban mu lafiya Amin ya Allah 🙏,hau,praise
"@user Ba CORONA CE tajefasu a mawuyacin hali ba shuwagabannmu ne suka jefasu a mawuyacin hali, kai duk Al'ummar qasarnan mahukuntanmu ne suka jefamu a mawuyacin hali, sbd buqatar ransu, Allah zai saka Mana😭😭😭😭😭",hau,urgent_complaint
hahaha wuya ko da magani ba dadi mun aha gaya muku cewan abduljabbar yafi karfin wayannan mutanen ya fisu hujja da komai sannan don allah waye wannan mutumin shima malami ne za ayi muqabala dashi,hau,urgent_complaint
i get husband na lol who for marry you e for fit u sha thank god im not gay,pcm,praise
@user To fa 😳 😳 Allah de yasa lafiya,hau,praise
corona ta sa komi ya canza hadda bbc news hausa sun koma inspirational speakers,hau,general_feedback
"Wọ́n á ki #Ibadan, """"""""""""""""Ìbàdàn m'esì ọ̀ gọ̀"""""""""""""""". Kíni ìtumọ̀ Oríkìi nì? Kí ni esi? #Ibeere #Yoruba",yor,general_feedback
"@user Nna makachukwu ehn, e Bu Ezi bote Nwa afo..... Odogwu Karaka.🤞",ibo,praise
allah ya kawo muna karshen wannan rashin lafiyar,hau,praise
who go fit help me with visa nau abeg buhari just threatened protesters sly people wey die for toll gate and tell international communities to face front and mind their business still far olúwa ẹyin oyinbo ẹ dé fún mi ní visa ejooo,pcm,urgent_complaint
"@user Wannan Allah wadai da kakeyi babu maganin abunda zatayi, kamata yayi kayi amfani da tsohuwar fasaharka ta mulkin soja domin ka tabbatar da zaman lafiya a kasa Baki daya, BABA KABAMU KUNYA WALLAHI """"""""""""""""""""""""""""""""YAR AREWA MUNA CIKIN TSAKA MAIWUYA😩😩😩",hau,urgent_complaint
lets pray for our ladies who goes for dates with random men cos of nice food and drinks they are correct oshofree girls and na them de suffer pass for men hand na this kind girls men they always like na cos as the girl came to chop food the guy also came to chop her,pcm,urgent_complaint
@user @user Ọkwa ya!! Mana odogwu ahụ adicha ho njo nke òtù ahụ na uche nkem,ibo,general_feedback
@user @user @user @user @user Allah yabada zaman lafiya 🙏🙏 couple,hau,praise
when you don comot the whole thing from body you go con consider say knacks no worth abj house rent,pcm,urgent_complaint
Àwọn t'ó ń ṣe ọkọ̀ bí i @user l'ó ń léwájú nínú ìṣejáde ọkọ̀ oníná. @user náà ti ń gbìyànjú láti wá ọ̀nà tí wọn yóò gbà fi ohun-èlò tí ó ń lo iná ọba sí gbogbo ọkọ̀ ayọ́kẹ́lẹ́ tí wọ́n bá ṣe láti ọdún 2020. #IbajeAyika #InaManamana #NoFossilFuel,yor,general_feedback
this igp too sabi work before e happen hin don know who do am,pcm,praise
allah akbar ya allah yay mana maganin corona next year mucika a hajj ya allah,hau,praise
Ogùn(Medicine) ogùn(Charm) Ogun(War) ogùn (State) ogùn(God of iron) ogun(Stab) Ogun(Twenty) ogùn(Sweat) Ogùn(Property) HIT like if U're Proudly #Yoruba,yor,general_feedback
"RT @user: We're proud of where we grew up ÌBÀDÀN, mèsi ògò nílé Olúuòyé You're proud of IBADAN, hit the RT button #Yoruba | Odu…",yor,praise
"@user Chimnonyelum, Anu ana-agba egbe,o na-ata nri. Ekwueme1, Oji obara akpu nwa. Nwanne otu onye. Chinahuzo,Chinagozim,Omemma, Otu onye ana-asi unu abiala. Agbanweghi agbanwe Di nwanyi ajadu. Odogwu n'agha. Chinaedumebi. Chukwuokike imeka oo",ibo,praise
🎤OnyedikagiEkene diri gi Onye nagoworia Onyedikagi?Ekene diri gi onyene meme 🎤#WalkInForgiveness #EmpoweredToDoExploits #Insight #Jesus,ibo,praise
báa gún iyán nínú ewé táa se ọbẹ̀ nínú èpo ẹpà ẹni máa yó á yó even if we pound yam in a leaf and prepare the soup in a groundnut pod those who would be full would be no impossibility keep hope alive,yor,praise
independence wholesale promo buy a bundleyards of this beautiful fabric at nk final and friendly price awoof wey no dey run belle click on the whatsapp link or slide into,pcm,praise
"@user Wnn duk zancen banza ne, me jiya tayi balantana yau😏😏 kullum babu agender yadda za ayi a daina kashe mutane sai agendar banza da wofi kuma wlh indai ba'ai maganin rashin aikin yi ba kullum hk abubuwa za suyi ta karuwa",hau,urgent_complaint
@user Ni dukkansu babu wanda zanyabawa tsakaninmu dasu allah ya Isa baruwa bahuta ba hanyoyi masu kyau babu asibitoci isasu babu abinci mai kyau ga talaka tir da mulkisu duka musammama buhari allah wadaransa yafi kowa cutar damu 😭,hau,urgent_complaint
@user Ummh kai Dan Nigeria Kawai an maida shi bai San komai ba mun yarda da cutar a duniya am ma ba a Nigeria Kawai su gama neman kudin sude komai lokacine 🤙,hau,urgent_complaint
ilu ibadan ni ipinle oyo orilede nijiria mo feran ilu ibadan pupo ilu awa akoni,yor,praise
where are all the influencers her on what r u people doing are u sleeping na dem dey treat like trash oh these r d next people to enter workforce please who will start a new hashtag campaign for this inhumane treatment,pcm,urgent_complaint
"@user Thanks Odogwu, akam di n'elu🙌🙌",ibo,praise
RT @user: @user ojumo ti mo nile kaaro oojiire. Ki onikaluku yara mo ise ni o...isè ni oogun ìsé,yor,praise
craze man no be who naked dey waka o you dey mad pedophile,pcm,urgent_complaint
@user Allah y kyauta y Kuma Yi mana maganin wayanda suke daukar nauyin kungiyar Boko haram Amma mu ma fah y kamata mu dawo mu bi Allah sannan mu yawaita istigfari Se Allah y kawo mana dauki chikin halin d muka tsinchi kanmu a chiki a Najeriya 🇳🇬,hau,praise
a ji ire bi iba akoda iba aseda iba awon to ni aye o,yor,praise
@user 1Kura kenan gatsoro ga ban tsoro 2Kura kinci Na mutane Anzamna lafiya 3Kura Anci Naki Angaza Barci 😫👀 4Kura keci da gashi 😾😾😾😳😳😳,hau,general_feedback
"L'ana, ọjọ́ Ìṣẹgun, ènìyàn tó ní àrun #coronavirus ní orílẹ̀-èdè Nàìjíríà jẹ́ igba ati m'ọkan-le-l'ọgorin, àjọ NCDC lo sọ bẹẹ. |#EdeYorubaDunLeti #Yoruba #wednesdaythought #CoronaVaccine #COVID19 #COVID #COVID19Nigeria Trump https://t.co/994ep4JoZM",yor,urgent_complaint
#Yoruba Aifarabale. Olori Aarun.,yor,urgent_complaint
odogwu na ọkụ nọ ọkụ ka ana àlà ònye ekpenta ma osisi ga gote lu ụtụ gị igbu afia biko,ibo,general_feedback
@user Tell ɢᴏᴏᴅ👍 world or silent 🤐 Kuce Allah yadawo da shi lafiya just,hau,praise
allah kai mana maganin wanan chutar,hau,praise
"@user Allah ya jikan wadanda suka rasa rayukansu acikin wannan mummunan al'amari.😭 Ya kamata hukumomin da aka dourawa nauyin lura da gine-gine su dinga shiga unguwan ni don duban lafiyan gidaje, ba sai gini ya rufta su tashi su kai agaji ba.",hau,praise
"RT @user: Ẹni tí bíńtín ò tó, púpọ̀ yóò jìnnà sí i. / Abundance will be far from whoever is not contented with a little. [Conten…",yor,urgent_complaint
"@user In kana duniya Abun mamaki sai ishika, Ya Allah kayi maganinsu 🤲🏽",hau,praise
corona loosing ta kama mutanen,hau,urgent_complaint
"RT @user: @user A o tun ile iwosan marun miran se bi aba pari marun akooko( Offa, Ilorin, Share, Omu aran ati Kaiama) ...",yor,praise
my padi make mouth to me i flog am o for fifa the real matter na hin be say he don cook and e no cook my own who go help us settle like this,pcm,urgent_complaint
"@user Anyi musu ciki anyimusu goyo knn.😰 Aiko da Wiwi din dake fadin Najeriya ta kare, shi ko ruwan rigakafin corona bai baiyi kwantaiba.",hau,urgent_complaint
tell us whos paying you or your own pay master is not doing enough everytime one stand up for the truth one is been paid well am not surprised cause unah no fit do anything on your own will,pcm,urgent_complaint
Ogún - 20 Ògùn - Drug Ògùn - State Ògùn - Charm Òógùn - Sweat Ògún - Iron Ó gúun - Stab Ogun - War Ogún - Property Ó gùún - Climb O gun - Long #Yoruba🇳🇬 https://t.co/7ivTjgX5Yb,yor,general_feedback
Tani àwọn Yorùbá máa n pe ni ọmọ papanlangi? |#EdeYorubaDunLeti #yoruba #MondayMotivaton #kahush #COVID19 #ChicagoRiots #sackdawnbutler #방탄소년단 #ImTiredOfThisLockdown #창빈이의_빈나는_생일을_축하해 #ธรรมศาสตร์จะไม่ทน #qanda #Monday,yor,urgent_complaint
@user 😁 Dama ace yunwa ce take damun ta. Yafi ciwo a gare ta👌,hau,urgent_complaint
"Ọmọdebinrin osere tiata nigbakan, Ọpẹmipọ Bamgbọpa, nibayii to pada sinu isẹ tiata bii ọlọmọge ni, ọpọ awọn ọkunrin to wa nibẹ lo n sọ fun oun pe ‘sebi ọwọ wa lo dagba si, jẹ ka kuku maa tọju rẹ lọ’. https://t.co/v1XXSMYWh1",yor,general_feedback
a lot is happening but my country case is worst oh corona pipeline explosion boko haram nepa wahala dey one side all dey can do is to celebrate the removal of naira from fuel ️ lord na who dey do us,pcm,urgent_complaint
"@user @user @user @user @user @user @user @user @user @user @user Nwoke oma... Nwoke ejieje mba, nwoke di egwu, softu 1 of Dazlyn Fruity... Odogwu...Dimkpa... Daalu rinne",ibo,praise
mixing and mastering is so damn stressfulyou fit just dey hear some kind breath underneat the recording who dey actually breeeett,pcm,urgent_complaint
t patients ndi nke choolu igo ticket machine kaobu nke motor,ibo,general_feedback
exam na school disease uj students are highly contagious right now abeg make exams no be part of school na wetin una think,pcm,urgent_complaint
wahala for who dey use cutlery chop swallow,pcm,urgent_complaint
"@user Ogaranya neme ife masilia. Ubochi amulu nwoke, ka Ikenga ya kwu oto. Ife eji eme odogwu bulu ibu Afam by ndiakwa 1. Ono n'ikpo gbuo Agu 2.Ofu Ukwu nkwu ka abo 3. Ashika ome....omebe 4. Ekwuo ma onoghi,mgbe onolu,ekwughasia 5. Nwa zokpolu udu agu Nna,tuo mu dike 😁😁",ibo,general_feedback
covid has done more damage dan good to me dis year d fact dat i wont be able to open my store dis year is so heart breaking whenever i think about it i just feel like throwing myself on d floor while wailing my eyes out its so unfair,pcm,urgent_complaint
@user Nifa daman na dade da tsanan WHO din nan ☹️,hau,urgent_complaint
"O Lord, let men know that You, whose name is Jehovah, are the Most High over all the earth - Psalm 83:18 ORIN DAFIDI 83:18 [18] Ki awọn enia ki o le mọ̀ pe iwọ, orukọ ẹni-kanṣoṣo ti ijẹ Jehofah, iwọ li Ọga-ogo lori aiye gbogbo. (#yoruba ) #Prayer https://t.co/Iq2G5XDj5c",yor,praise
"9. Ìyálóde Ẹ̀fúnṣetán Aníwúrà ni a gbọ́ wípé ó máa ń kọrin pé : """"""""""""""""""""""""""""""""Yọkọlú-yọkọlú kò wa tán bí Ìyàwó gb'ọ́kọ ṣán'lẹ̀ Ọkọ́ yọ'ké!"""""""""""""""""""""""""""""""" Kí ni ìtúmọ̀ yọkọlú-yọkọlú? #Ibeere #Yoruba #Efunsetan #Ibadan",yor,general_feedback
ogun korakora ni je ekuru funfun ogun onire agba agbo bi e ba gunyan nile efi toogun sile bi e ba rooka nile efi toogun sile nitori ogun lo roko ogun lo pa ajuba,yor,general_feedback
"@user A kara yawan maiakatan tsaron, ta wajen diban wadanda suke so ba yaran 'yan siyasa ba. Sannan a inganta albashin su, kuma a kara saka ido akan gurbatattun ciki. Tabbas idan akayi haka za' a samu sauki matuka. Allah ya bawa kasar mu lafiya dama duniya baki daya. Amin.🤲",hau,praise
omo atata bayi la se ni ile wa ewo bomi ni asha ati isewa ka ma seje ko parun where ever we see ourselves dont let us forget our and our,yor,praise
"Tani jeun ti aja un juru, Ebenezer Babatope na un soro.... ara awon ojelu ti won tan @user de iparun re o https://t.co/BVAPVTwIXR",yor,urgent_complaint
na today i knw day emoney na my brother cos we av same surname abeg make who na help me locate him page,pcm,praise
"RT @user: Oro Ajimobi ni'a mu wa si Iranti yin: """"""""""""""""Ajimobi ti ba Ibadan ję o Ole ni yin boda Isiaka, ę ta ile we"""""""""""""""" #TweetinYoruba h…",yor,urgent_complaint
allah ya ji kukansu allah yai muku maganin kafiran da suke damunku allah ya kare musulmi da musulunci ameeeen,hau,praise
@user Wai Dan uwar turawan nan dole se goga mana ne🤔 kawai dan sun ga mun fisu lafiya shine suke so su manna mana hauka mu ma😠😠,hau,urgent_complaint
anambra branch wants my to verify me una dey mad utunnukeep ur verification wait who contacted you he say na thank you for contacting us magodo gra phase ii,pcm,praise
if you go to that party behind metheyll not give you rice chop and if them give you rice meat know go dey on top ami hate rubbish‍️now im just home alone looking like person wey lost her way to naija abeg who get party for there area lemme turn up please,pcm,urgent_complaint
we are starving in dis country pls epp us only d strong can survive dis pandemic try to understand peoples grievance anoda days the st days sef knws how it went fine u said we should stay home then u av to provide d needs for us we just dont want dis anymore,pcm,praise
fever soup wey sweet na money dey cook am,pcm,praise
#NP Ozo Bu Iwe m @user #K'anyinoria na oge ndigbo @user @user,ibo,general_feedback
Ó tìtorì OGÚN (Inheritance) dá OGUN (war) sile. OGUN (war) dé O n la ÒÓGÙN.(sweat) Ó lo sí ÒGÙN (state) lo gba ÒÒGÙN (medicine) lódò ÒGÚN (god of iron) OGÚN (twenty) ojo lo fi lo ÒÒGÙN (medicine) ÒÓGÙN(sweat) Isn't this beautiful? #yoruba #ONDO,yor,urgent_complaint
tomorrow now after i jog to and fro from my house down to stadium e go kon be like say dem take padlock lock my legs sad part is that na una go still gas me lanre body glow six pack take style save lives the real question is are all these necesary who do i owe this body,pcm,urgent_complaint
"Kí a pọn omi sílẹ̀ de òngbẹ́, kí iba má báa rí àyè ṣe iṣẹ́ láabi ọwọ́ rẹ̀. #yoruba #malaria #EndMalaria #Ogun#OyoState#Ekiti#Osun#Kwara",yor,praise
if dem allow us comot after this whole corona various ish i fit no enter house back till after like three days,pcm,praise
tanbayata itace meyasa yan jarida basa kamuwa da cutar corona virus,hau,general_feedback
hanti true love don die o as him wan cross express him no see keke napep for him left na so the keke napep jam am trailer mash am for head people gather dem come dey look am dem rush am go hospital mr doctor no fit save am na so true love come die ooo ‍️ fkc,pcm,urgent_complaint
@user 💞 ALLAH 💞 yay mana maganin wannan musiba,hau,praise
@user Wakilan Corona yan wahala 😒😒,hau,urgent_complaint
ya allah kazunar da kasata nigeria lafiya ya allah dukaine wanda bayason zaman lafiya to allah gaka gashi a allah kabawa sojoji nigeria nasarr akan makiyan nigeria,hau,praise
this is my own little way of saying happy birthday i want to join aunt to dash you money its small but mange it na wetin i fit afford at least it would get a bottle water for you whole on stage i love you teni keep breaking boundaries,pcm,praise
nkan ti mo so fun awon ore mi niyen pe ki ilu to le yipada hun ise nla tori iwa ibaj,yor,urgent_complaint
"Àwọn Iléèjọsìn ní Greece àti Àríwá Macedonia kọ̀ láti yọwọ́ ìlànà-ìsìn wọn padà k'ó ba má fàyè gba àjàkálẹ̀ àrùn #COVIDー19 t'ó ń ràn ká. https://t.co/Xtpk2HukUi """"""""""""""""Ọ̀rọ̀-òdì sí Olúwa ni láti ní ìgbàgbọ́ wí pé ènìyàn lè tara Jíjẹ ara-àti-mímu-ẹ̀jẹ̀ Olúwa kó ààrùn.",yor,urgent_complaint
@user Wace irin rashin lafiya ke dashi??😮.. don't tell me Corona😞,hau,urgent_complaint
ydg fatan mu allah ya yaye ma masu dauke da wannan cutar ta diabetes ameen bin umurnin kaidojin da aka shimfida shine mafita,hau,praise
"Gómìnà @user, ẹ kú àṣálẹ́. Ẹ gbọ́ kí ló ń ṣẹlẹ̀ ń'Bàdàn? #Ibadanmajamaja #Yoruba",yor,praise
"@user Kei wnn mutumi wnn mutumi wato Corona tayi sauki sei fita ko karshen Kuma bazei wuce yace rikicin siyasar kasar zai sasanta ba Don jiya akace wancan bakin macijin yayi ganawar sirri dashi,Amma dei wallahi Allah wadei kaji da matsalar kasarka Amma sei yawan banza ka iya😠.",hau,urgent_complaint
@user Wa yake ta shagali biki a wannan Hali da ake ciki💔. Allah ya basu zaman lafiya.,hau,praise
which kain wahala be this na naija no good naija no good but people go dey carry sickness dey come naija i pray it is contained and we find the cure here amen,pcm,urgent_complaint
rain pls is enough i dont wash my blanket for threedays now e no fi dry am tired of taking it in and out like a patient,pcm,urgent_complaint
@user In kura na maganin zawo tayi wa kanta. Suma su kare kansu😏😏😏😏,hau,urgent_complaint
looooolz who be terry g for here wey dey gbagaun,pcm,urgent_complaint
people wey dey lead us dey forge certificates up and dan abeg who certificate help gimme the money,pcm,urgent_complaint
abeg ma help me im down sick nothing to eat no foodstuffs please biko dont let me of lockdown biko if coronavirus kill person e better make hunger kill person o,pcm,praise
see na wetin dem like be that if na hospital now dem go price am like kote,pcm,urgent_complaint
Igba - Time Igba - Calabash Igba - Two hundred Igba - Garden Egg Ogun - Medicine Ogun - Twenty Ogun - He stabbed it/him/her Ogun - Charm Ogun - Property Ogun - Long Ogun - Wailing Ogun - Yoruba Mythical Iron Deity You heard #Yoruba #GoodMorning https://t.co/hNJYQWMbPg,yor,general_feedback
new body who this na wetin dey shak am who wouldnt it shak,pcm,praise
e no get who no get him own wahalaeverybody just de smile de waka jeje so if person no fit helep you todaynwannem nwoke nwanyi understand and move on if you continue to worry am and him block you patapatae no mean say him wicked o e only mean say you no get sense,pcm,praise
"RT @user: Ẹni tó jẹ ọba tán tó tún ńwo òkè fẹ̀ fẹ̀ fẹ̀, ṣé ó fẹ́ di Olódùmarè ni? Does the person who kept looking upwards in di…",yor,urgent_complaint
awon china ti je eso ajara na china chop meet the whole world came dey wash hand nawa,pcm,urgent_complaint
@user Baba manjo 🤣 aikin ka na kyau my people please stay safe Corona virus is real🤓🤓aciga ba da wanke hanu ✊ stay safe 🧝 And don't forget Always wear your face mask😷,hau,praise
@user Wai daman akwai corona har ynx tabbbb😂.,hau,general_feedback
"Ìbọn t'ó wọ ìlú """"""""""""""""ẹ̀bá ọ̀dán"""""""""""""""" ò ṣẹ̀hìn obìnrin alágídí yìí. Ní 1872, #IyalodeIbadan yá ọmọ ogun Ìbàdàn ní ìhámọ́ra ogun.",yor,urgent_complaint
@user Happy birthday odogwu Ka ezi gi bulu so nma 🙏,ibo,praise
@user Ya kamata likitoci au duba lafiyayye wannan mutumin.. shikenan daga shine ya kowa wa yen kaduna wanka sai kuma shine mafi sanuwar bahaushe a duniya.. akwai matsala jama'a😂,hau,urgent_complaint
"RT @user: L'ana, ọjọ́ Ìṣẹgun, ènìyàn tó ní àrun #coronavirus ní orílẹ̀-èdè Nàìjíríà jẹ́ igba ati m'ọkan-le-l'ọgorin, àjọ NCDC lo s…",yor,urgent_complaint
RT @user: @user @user mo gbo wi pe ojo naa ro ni Ibadan ati Abuja,yor,general_feedback
who be dis u see anything wey resemble giveaway for there u sure say u de see well,pcm,urgent_complaint
"Who read this before? """"""""""""""""""""""""""""""""In-depth Yoruba Phonology and Grammar"""""""""""""""""""""""""""""""" 😁 Ìwé pàtàkì fún ẹni tí ó fẹ́ kọ́ gírámà èdè Yorùbá fún sísọ pẹ̀lú kíkọ tó já geere. #IjinleFonolojiAtiGiramaEdeYoruba #Atelewo #Yoruba #YorubaBooks https://t.co/ZHokiFuP4B",yor,praise
@user Ancemuku mu marasa lafiya kuje kunemo bokoharam a duk inda suke ba corona bane masalar yan Nigeria 🇳🇬,hau,urgent_complaint
@user @user YES!!! IGWE IGHALO 🇳🇬 Odogwu!,ibo,praise
my people who wan chop im cooking sth get ur ticket now the food go sweet oo wen i cook am finish the nnewi hotel and event centre,pcm,praise
@user 😂😂 Yasin munpi tsoron talauci akan corona🥴🥴,hau,urgent_complaint
yorùbá ò gbọdọ̀ parun èdè gẹ̀ẹ́sì ò dí èdè yorùbá lọ́wọ́ ẹ kọ́ ọmọ lédè,yor,praise
ẹní bá fẹ́ jẹ iṣẹ́ ẹ̀ pẹ́ máa ńbínú mọ níwọ̀n ni whoever wants to long enjoy the fruits of his labor ought to be in control of his temper moderation and tolerance are crucial to longevity,yor,praise
@user Allah yabada saa yamana maganin wannan fitina🙏,hau,praise
Egbe Oselu UPN ti yo apoti ni idi Oludari Dokita Frederick Fasehun! Wan ni wipe onijekuje ni Dokita Fasehun. Ogbeni Manzo ni Oludari tuntun,yor,urgent_complaint
.@user omo ti iya bi to fi oja pon. Mo taka osi danu. Afi ki awon woli ati awon irunmole se etutu iwosan http://t.co/pQK5G9Dv0B,yor,praise
@user Mamanmu maganin kukanmu😍💔💔💔😂,hau,praise
"RT @user: @user a o ni ji l'eku l'owo, a o ni ji l'arun l'owo º°˚˚°º ,,,,,, okookan l'ama ji o. █▓▒░O░D░A░R░O░▒▓█",yor,praise
the doctor on duty this weekend na just weyrey i swear small headache admission straight i don dispense nsaline and dsaline like say na small chops am do reach abeg,pcm,urgent_complaint
"Àwọn tó ń mú igbega bá àṣà àti ìṣe Yoruba lọ́nà iwuri. 👇 @user 👇📺 Ogbeni @user ti gbogbo ènìyàn mo sì Oranmiyan baba Kabiru A bíi @user ni 🇳🇬Nigeria👇 ojo Arundinlogbon, osu karun, odun 1957. https://t.co/KBgUMWWujf",yor,praise
pls who has the dg of nysc number or email this my cds pple think they can extort me of k for project wey dey inconclusive abi them think say k plenty ni,pcm,urgent_complaint
ọba tí kì í fẹ́ gba ìmọ̀ràn irú wọn kì í pẹ́ fi ẹsẹ̀ kọ any king who despises wise counsel hardly takes long before stumbling no one knows it all be humble to learn from anyone to spurn good counsels is to expose oneself to avoidable errors,yor,urgent_complaint
oruko mi ni olumuyiwa omo akanmuibadannile oluyoleilu ogunmolaolodogbo keri loju ogun ilu ibikunle alagbala jayajaya,yor,general_feedback
▶️🎧No competition @user @user #k'anyinoria naoge ndigbo @user @user https://t.co/dT0H8zeubi,ibo,general_feedback
@user YDG illar cin abincin jabu KO Wanda aka sauyawa kwayoyin halittu akoi matsalar gaske yana iya Kai ga rasa rai KO kuma reshin lfy😭😭,hau,urgent_complaint
this babe posted on her snap that she wanted a new laptop and her followers started sending in money again where una dey see all these money wey una dey dash people who,pcm,praise
odogwu gbasie ike jehova du we gị,ibo,praise
e be like say pastor don tell this bros say na hospital he go find wife you see nurse carry front carry back use nose mask use glasses wear hair net everything covered up you dey tell her she is beautiful bros you are a born liar joor why are we like this sef,pcm,urgent_complaint
#EndDrugs #CreatAwareness #DontDoDrugs #StopDrugAbuse #OgeneigboVoiceOfNdigbo #IgbosInDiaspora #Odirachukwumma @user Daalunu @user Chukwu goziwerem gi @user Deeme Olu @user @user @user @user @user @user,ibo,praise
muddin zaa banzatar da matasan kasar nan zaman lafiya da lumana ya kare ga kowa,hau,urgent_complaint
happy birthday mazidikwandu kanka na udooganiru nakwa eziahuike ka akpagi juputa na iheoma na ego gbara okpurukpu mgbe obula ya gazie,ibo,praise
e be like say time don reach sef na who naira epp,pcm,praise
which one is behind again loool who dis prity boy sweetie do u ave a behind to go wit dat face,pcm,praise
"@user @user Matakin farko dayakamata abi wajen Tabbatar da tsaro a Nigeria shine samar da ingantaccen ilimi ga yan kasa dakuma bude hanyoyin dogaro dakai, Saboda abu biyu ke kawo wannan taadancin, sune Jahilci Da Talauci 😰, Allahu yakara wanzar da zaman Lafiya a Nigeria.",hau,praise
@user Subhanallahi. #Allah ka mana maganin wannan al'amari🙏😰😫,hau,praise
barkley that was worth £m last season and who dey even turned down £m offer na who dem sell for £m now chai football ehn,pcm,urgent_complaint
so na now dem dey follow me reason say one of the confirmed convid patients for kt today na for our area worst news is he lives on the street next to ours next to our majlis and he came in contact with people i was with today so help us god,pcm,urgent_complaint
when you don comot the whole thing from body you go con consider say knacks no worth abj house rent,pcm,urgent_complaint
baba manjo aikin ka na kyau my people please stay safe corona virus is realaciga ba da wanke hanu stay safe and dont forget always wear your face mask,hau,praise
nifa ingayamaku gasky wlh nafi tsoron cinnaka akan coronar nigeria,hau,general_feedback
they said im eating like a thief in this house no be una fault o na corona cause am,pcm,urgent_complaint
@user Bịa jee treatie malaria nwoke ọma,ibo,general_feedback
@user Meyasa Amurka basu son duniya ta zauna lafiyane🤔🤔🤔,hau,urgent_complaint
@user Ilera fun gbogbo eniyan In #Yoruba #HealthForAll #TranslationDay,yor,praise
@user Mukuma yanxu xamu fara namu harse anyi maganin corona😂,hau,general_feedback
"Ise logun ise, ore mi, Mura sise Ojo nlo..... #yoruba #ibadanlawa #ibadanprenure",yor,praise
